transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,payment_method,order_status,shipping_cost,discount_code,discount_amount,sales_channel,subtotal,total,transaction_month,product_name,category,subcategory,base_price,cost_price,brand,segment,region,city,profit,profit_margin
TXN-0000031,2024-09-01,CUST-00593,PROD-0022,1,116.23,Bank Transfer,Refunded,0.0,,0.0,Mobile App,116.23,116.23,2024-09,Smartphones Item 22,Electronics,Smartphones,259.2,168.17,BrandA,Silver,Central,Austin,-51.93999999999998,-44.69
TXN-0000032,2024-10-16,CUST-00033,PROD-0054,4,13.0,Google Pay,Completed,5.99,SUMMER20,10.4,Marketplace,52.0,47.59,2024-10,Tablets Item 54,Electronics,Tablets,236.86,148.97,BrandD,Gold,South,Philadelphia,-548.29,-1152.11
TXN-0000033,2024-10-23,CUST-01032,PROD-0107,5,319.1,Debit Card,Processing,0.0,,0.0,Social Media,1595.5,1595.5,2024-10,Accessories Item 107,Clothing,Accessories,392.62,213.41,BrandB,Platinum,South,Philadelphia,528.45,33.12
TXN-0000034,2024-05-02,CUST-00012,PROD-0069,4,311.07,Credit Card,Completed,0.0,,0.0,Website,1244.28,1244.28,2024-05,Bedding Item 69,Home & Garden,Bedding,208.19,100.3,BrandC,Silver,Central,San Antonio,843.0799999999999,67.76
TXN-0000035,2024-04-08,CUST-01132,PROD-0120,1,102.12,PayPal,Shipped,0.0,,0.0,Mobile App,102.12,102.12,2024-04,Decor Item 120,Home & Garden,Decor,310.28,162.89,BrandD,Gold,West,Phoenix,-60.76999999999998,-59.51
TXN-0000036,2024-07-20,CUST-00626,PROD-0047,1,472.38,Credit Card,Processing,0.0,,0.0,Mobile App,472.38,472.38,2024-07,Furniture Item 47,Home & Garden,Furniture,335.56,164.05,BrandB,Silver,West,San Antonio,308.33,65.27
TXN-0000037,2024-10-06,CUST-00426,PROD-0149,3,210.68,Debit Card,Completed,0.0,,0.0,Website,632.04,632.04,2024-10,Decor Item 149,Home & Garden,Decor,131.18,58.11,BrandB,Bronze,South,Philadelphia,457.71,72.42
TXN-0000038,2024-10-21,CUST-01109,PROD-0020,5,22.47,Credit Card,Completed,0.0,VIP25,28.09,Website,112.35,84.25999999999999,2024-10,Decor Item 20,Home & Garden,Decor,374.3,248.64,BrandC,Bronze,East,Houston,-1158.9399999999998,-1375.43
TXN-0000039,2024-08-19,CUST-00028,PROD-0149,1,117.68,Debit Card,Completed,0.0,,0.0,Website,117.68,117.68,2024-08,Decor Item 149,Home & Garden,Decor,131.18,58.11,BrandB,Silver,East,San Diego,59.57000000000001,50.62
TXN-0000040,2024-09-23,CUST-00734,PROD-0021,3,349.1,Google Pay,Cancelled,0.0,,0.0,In-Store,1047.3000000000002,1047.3000000000002,2024-09,Furniture Item 21,Home & Garden,Furniture,376.49,165.76,BrandA,Bronze,North,Los Angeles,550.0200000000002,52.52
TXN-0000041,2024-10-20,CUST-00693,PROD-0001,4,108.78,Credit Card,Cancelled,0.0,WELCOME15,65.27,Mobile App,435.12,369.85,2024-10,Smartphones Item 1,Electronics,Smartphones,300.5,142.28,Generic,Bronze,West,Los Angeles,-199.26999999999998,-53.88
TXN-0000042,2024-09-16,CUST-00274,PROD-0143,4,36.41,PayPal,Completed,0.0,,0.0,Mobile App,145.64,145.64,2024-09,Fitness Item 143,Sports,Fitness,276.91,170.32,BrandA,Bronze,Central,San Antonio,-535.64,-367.78
TXN-0000043,2024-10-25,CUST-00560,PROD-0017,2,312.67,Credit Card,Processing,0.0,,0.0,Marketplace,625.34,625.34,2024-10,Men Item 17,Clothing,Men,237.98,133.9,BrandA,Bronze,West,San Diego,357.54,57.18
TXN-0000044,2024-06-05,CUST-00798,PROD-0051,2,263.98,PayPal,Completed,0.0,,0.0,Website,527.96,527.96,2024-06,Women Item 51,Clothing,Women,227.52,101.69,BrandD,Silver,East,New York,324.58000000000004,61.48
TXN-0000045,2024-10-10,CUST-00878,PROD-0014,2,383.01,PayPal,Completed,0.0,,0.0,Mobile App,766.02,766.02,2024-10,Team Sports Item 14,Sports,Team Sports,178.08,96.18,Generic,Platinum,Central,San Antonio,573.66,74.89
TXN-0000046,2024-08-23,CUST-00002,PROD-0059,4,388.58,Credit Card,Completed,0.0,,0.0,Mobile App,1554.32,1554.32,2024-08,Team Sports Item 59,Sports,Team Sports,374.69,206.95,BrandC,,,,726.52,46.74
TXN-0000047,2024-10-05,CUST-01119,PROD-0083,1,480.36,Debit Card,Cancelled,0.0,,0.0,Mobile App,480.36,480.36,2024-10,Furniture Item 83,Home & Garden,Furniture,84.46,51.59,BrandC,Bronze,Central,San Diego,428.77,89.26
TXN-0000048,2024-09-13,CUST-00205,PROD-0050,2,37.93,Apple Pay,Completed,9.99,,0.0,Website,75.86,85.85,2024-09,Water Sports Item 50,Sports,Water Sports,129.48,74.65,BrandC,Platinum,West,Philadelphia,-63.45000000000002,-73.91
TXN-0000049,2024-09-10,CUST-00293,PROD-0124,1,29.09,Credit Card,Cancelled,9.99,,0.0,In-Store,29.09,39.08,2024-09,Team Sports Item 124,Sports,Team Sports,221.63,144.98,BrandB,Bronze,West,San Antonio,-105.89999999999999,-270.98
TXN-0000050,2024-10-15,CUST-00330,PROD-0034,1,493.72,PayPal,Completed,0.0,,0.0,Website,493.72,493.72,2024-10,Decor Item 34,Home & Garden,Decor,119.61,59.32,BrandA,Bronze,South,Austin,434.40000000000003,87.99
TXN-0000051,2024-04-01,CUST-00042,PROD-0006,1,325.97,PayPal,Completed,0.0,VIP25,81.49,Website,325.97,244.48000000000002,2024-04,Furniture Item 6,Home & Garden,Furniture,,65.71,BrandB,Gold,East,San Diego,178.77000000000004,73.12
TXN-0000052,2024-07-30,CUST-00149,PROD-0109,2,360.52,Credit Card,Shipped,0.0,,0.0,Mobile App,721.04,721.04,2024-07,Water Sports Item 109,Sports,Water Sports,156.43,99.99,BrandA,Bronze,North,Los Angeles,521.06,72.27
TXN-0000053,2024-05-12,CUST-01187,PROD-0049,1,57.27,Google Pay,Completed,5.99,,0.0,Mobile App,57.27,63.260000000000005,2024-05,Fitness Item 49,Sports,Fitness,237.15,143.7,BrandB,Silver,East,Chicago,-80.43999999999998,-127.16
TXN-0000054,2024-06-14,CUST-00387,PROD-0006,1,44.2,Debit Card,Refunded,12.99,,0.0,Marketplace,44.2,57.190000000000005,2024-06,Furniture Item 6,Home & Garden,Furniture,,65.71,BrandB,Silver,West,Los Angeles,-8.519999999999989,-14.9
TXN-0000055,2024-09-03,CUST-00140,PROD-0117,3,88.51,Credit Card,Completed,0.0,,0.0,Marketplace,265.53000000000003,265.53000000000003,2024-09,Decor Item 117,Home & Garden,Decor,353.01,223.84,BrandB,Bronze,South,Dallas,-405.98999999999995,-152.9
TXN-0000056,2024-05-28,CUST-00131,PROD-0118,1,219.32,Credit Card,Completed,0.0,,0.0,Mobile App,219.32,219.32,2024-05,Kids Item 118,Clothing,Kids,379.78,211.03,BrandA,Silver,South,Chicago,8.289999999999992,3.78
TXN-0000057,2024-10-22,CUST-00871,PROD-0007,1,63.98,Debit Card,Completed,12.99,,0.0,Website,63.98,76.97,2024-10,Cycling Item 7,Sports,Cycling,168.77,78.61,BrandE,Silver,South,New York,-1.6400000000000006,-2.13
TXN-0000058,2024-10-14,CUST-01009,PROD-0097,1,228.69,PayPal,Completed,0.0,,0.0,Social Media,228.69,228.69,2024-10,Cycling Item 97,Sports,Cycling,154.3,78.51,BrandB,Gold,Central,Philadelphia,150.18,65.67
TXN-0000059,2024-10-25,CUST-00321,PROD-0118,4,285.14,Debit Card,Completed,0.0,SAVE10,114.06,Website,1140.56,1026.5,2024-10,Kids Item 118,Clothing,Kids,379.78,211.03,BrandA,Silver,West,Dallas,182.38,17.77
TXN-0000060,2024-10-04,CUST-00020,PROD-0129,2,10.15,PayPal,Processing,5.99,,0.0,Website,20.3,26.29,2024-10,Footwear Item 129,Clothing,Footwear,257.17,150.68,BrandB,Gold,Central,San Antonio,-275.07,-1046.29
TXN-0000061,2024-09-28,CUST-00282,PROD-0141,4,65.97,PayPal,Processing,0.0,,0.0,Website,263.88,263.88,2024-09,Accessories Item 141,Clothing,Accessories,73.98,46.19,BrandC,Gold,West,Philadelphia,79.12,29.98
TXN-0000062,2024-10-09,CUST-00061,PROD-0027,5,193.84,Debit Card,Completed,0.0,,0.0,Mobile App,969.2,969.2,2024-10,Smartphones Item 27,Electronics,Smartphones,244.68,123.25,BrandD,Gold,North,Philadelphia,352.95000000000005,36.42
TXN-0000063,2024-07-14,CUST-00128,PROD-0116,3,36.12,Debit Card,Processing,0.0,,0.0,Website,108.35999999999999,108.35999999999999,2024-07,Smartphones Item 116,Electronics,Smartphones,134.08,93.84,BrandE,Platinum,East,San Diego,-173.16,-159.8
TXN-0000064,2024-10-01,CUST-00563,PROD-0131,1,75.42,Bank Transfer,Completed,7.99,,0.0,Website,75.42,83.41,2024-10,Cycling Item 131,Sports,Cycling,160.08,109.97,BrandE,Platinum,North,Dallas,-26.560000000000002,-31.84
TXN-0000065,2024-10-08,CUST-00291,PROD-0058,4,123.57,Google Pay,Refunded,0.0,,0.0,Mobile App,494.28,494.28,2024-10,Accessories Item 58,Clothing,Accessories,374.07,182.38,BrandD,Bronze,West,Phoenix,-235.24,-47.59
TXN-0000066,2024-09-11,CUST-00652,PROD-0089,5,220.49,Debit Card,Completed,0.0,,0.0,Website,1102.45,1102.45,2024-09,Cycling Item 89,Sports,Cycling,169.17,71.66,Generic,Silver,Central,Los Angeles,744.1500000000001,67.5
TXN-0000067,2024-10-18,CUST-00313,PROD-0097,3,360.26,PayPal,Shipped,0.0,,0.0,Website,1080.78,1080.78,2024-10,Cycling Item 97,Sports,Cycling,154.3,78.51,BrandB,Bronze,North,San Diego,845.25,78.21
TXN-0000068,2024-07-22,CUST-01124,PROD-0017,2,75.01,Credit Card,Refunded,0.0,WELCOME15,22.5,Website,150.02,127.52000000000001,2024-07,Men Item 17,Clothing,Men,237.98,133.9,BrandA,Silver,West,Houston,-140.28,-110.01
TXN-0000069,2024-10-23,CUST-01075,PROD-0101,2,371.59,Credit Card,Shipped,0.0,,0.0,Marketplace,743.18,743.18,2024-10,Bedding Item 101,Home & Garden,Bedding,374.7,229.85,BrandA,Bronze,East,Houston,283.47999999999996,38.14
TXN-0000070,2024-02-10,CUST-00713,PROD-0029,5,428.97,PayPal,Completed,0.0,,0.0,In-Store,2144.8500000000004,2144.8500000000004,2024-02,Water Sports Item 29,Sports,Water Sports,275.77,185.0,BrandE,Bronze,North,Los Angeles,1219.8500000000004,56.87
TXN-0000071,2024-07-31,CUST-00441,PROD-0102,4,329.21,Debit Card,Completed,0.0,SUMMER20,263.37,Website,1316.84,1053.4699999999998,2024-07,Accessories Item 102,Electronics,Accessories,35.5,19.55,BrandD,Bronze,North,Phoenix,975.2699999999998,92.58
TXN-0000072,2024-10-14,CUST-00477,PROD-0123,2,31.42,Credit Card,Completed,12.99,,0.0,Mobile App,62.84,75.83,2024-10,Water Sports Item 123,Sports,Water Sports,353.44,194.12,BrandD,Platinum,East,Austin,-312.41,-411.99
TXN-0000073,2024-10-27,CUST-00539,PROD-0054,1,225.91,PayPal,Shipped,0.0,,0.0,Social Media,225.91,225.91,2024-10,Tablets Item 54,Electronics,Tablets,236.86,148.97,BrandD,Platinum,North,Los Angeles,76.94,34.06
TXN-0000074,2024-07-18,CUST-00879,PROD-0027,3,333.42,Google Pay,Refunded,0.0,VIP25,250.06,Website,1000.26,750.2,2024-07,Smartphones Item 27,Electronics,Smartphones,244.68,123.25,BrandD,Bronze,West,Philadelphia,380.45000000000005,50.71
TXN-0000075,2024-08-15,CUST-00591,PROD-0102,3,489.46,Google Pay,Processing,0.0,,0.0,Marketplace,1468.3799999999999,1468.3799999999999,2024-08,Accessories Item 102,Electronics,Accessories,35.5,19.55,BrandD,Bronze,South,New York,1409.7299999999998,96.01
TXN-0000076,2024-08-10,CUST-01010,PROD-0117,1,476.38,Debit Card,Shipped,0.0,,0.0,Social Media,476.38,476.38,2024-08,Decor Item 117,Home & Garden,Decor,353.01,223.84,BrandB,Gold,Central,Phoenix,252.54,53.01
TXN-0000077,2024-07-31,CUST-01130,PROD-0104,2,203.88,Debit Card,Cancelled,0.0,,0.0,Website,407.76,407.76,2024-07,Accessories Item 104,Clothing,Accessories,261.0,153.16,BrandA,Gold,Central,San Diego,101.44,24.88
TXN-0000078,2024-10-23,CUST-00414,PROD-0045,1,311.8,Credit Card,Completed,0.0,SAVE10,31.18,Website,311.8,280.62,2024-10,Water Sports Item 45,Sports,Water Sports,320.28,137.05,BrandD,Bronze,West,Phoenix,143.57,51.16
TXN-0000079,2024-10-01,CUST-00705,PROD-0114,5,446.49,PayPal,Refunded,0.0,,0.0,Social Media,2232.45,2232.45,2024-10,Accessories Item 114,Clothing,Accessories,398.95,256.58,Generic,Bronze,South,Los Angeles,949.55,42.53
TXN-0000080,2024-10-20,CUST-00117,PROD-0087,2,417.2,Google Pay,Completed,0.0,,0.0,Website,834.4,834.4,2024-10,Outdoor Item 87,Sports,Outdoor,64.74,36.24,BrandE,Bronze,Central,Dallas,761.92,91.31
TXN-0000081,2024-06-30,CUST-00253,PROD-0031,3,244.91,Apple Pay,Completed,0.0,,0.0,Website,734.73,734.73,2024-06,Accessories Item 31,Clothing,Accessories,250.34,157.85,BrandD,Silver,South,Chicago,261.18000000000006,35.55
TXN-0000082,2024-08-30,CUST-00542,PROD-0037,3,138.0,PayPal,Shipped,0.0,,0.0,Mobile App,414.0,414.0,2024-08,Outdoor Item 37,Sports,Outdoor,392.58,219.94,BrandE,,,,-245.81999999999994,-59.38
TXN-0000083,2024-10-03,CUST-00257,PROD-0036,1,77.17,Credit Card,Cancelled,12.99,FLASH30,23.15,Website,77.17,67.01,2024-10,Cycling Item 36,Sports,Cycling,302.79,170.73,BrandB,Gold,West,Phoenix,-103.71999999999998,-154.78
TXN-0000084,2024-10-24,CUST-01025,PROD-0119,5,249.1,Debit Card,Completed,0.0,,0.0,Social Media,1245.5,1245.5,2024-10,Footwear Item 119,Clothing,Footwear,377.52,168.47,Generic,Bronze,West,Houston,403.15,32.37
TXN-0000085,2024-10-05,CUST-00200,PROD-0005,1,364.18,Debit Card,Shipped,0.0,,0.0,Website,364.18,364.18,2024-10,Furniture Item 5,Home & Garden,Furniture,249.52,112.62,BrandB,Silver,West,Philadelphia,251.56,69.08
TXN-0000086,2024-10-04,CUST-00593,PROD-0052,2,485.18,Apple Pay,Completed,0.0,VIP25,242.59,Website,970.36,727.77,2024-10,Bedding Item 52,Home & Garden,Bedding,269.56,183.32,BrandA,Silver,Central,Austin,361.13,49.62
TXN-0000087,2024-08-10,CUST-00757,PROD-0049,2,432.28,Credit Card,Completed,0.0,,0.0,Marketplace,864.56,864.56,2024-08,Fitness Item 49,Sports,Fitness,237.15,143.7,BrandB,Bronze,South,Los Angeles,577.16,66.76
TXN-0000088,2024-08-28,CUST-00841,PROD-0006,2,110.07,Debit Card,Processing,0.0,,0.0,Marketplace,220.14,220.14,2024-08,Furniture Item 6,Home & Garden,Furniture,,65.71,BrandB,Bronze,West,San Antonio,88.72,40.3
TXN-0000089,2024-06-19,CUST-00486,PROD-0123,2,362.68,Credit Card,Processing,0.0,,0.0,Social Media,725.36,725.36,2024-06,Water Sports Item 123,Sports,Water Sports,353.44,194.12,BrandD,Gold,West,Phoenix,337.12,46.48
TXN-0000090,2024-09-19,CUST-01020,PROD-0138,2,151.65,PayPal,Completed,0.0,FLASH30,90.99,Mobile App,303.3,212.31,2024-09,Men Item 138,Clothing,Men,298.6,190.28,Generic,Silver,South,New York,-168.25,-79.25
TXN-0000091,2024-10-20,CUST-00719,PROD-0118,4,344.89,PayPal,Shipped,0.0,,0.0,In-Store,1379.56,1379.56,2024-10,Kids Item 118,Clothing,Kids,379.78,211.03,BrandA,Gold,Central,San Diego,535.4399999999999,38.81
TXN-0000092,2024-08-14,CUST-00573,PROD-0023,1,336.23,Debit Card,Shipped,0.0,,0.0,Mobile App,336.23,336.23,2024-08,Footwear Item 23,Clothing,Footwear,28.87,14.75,BrandB,Bronze,North,San Diego,321.48,95.61
TXN-0000093,2024-08-03,CUST-00078,PROD-0145,5,143.48,PayPal,Completed,0.0,WELCOME15,107.61,Marketplace,717.4,609.79,2024-08,Fitness Item 145,Sports,Fitness,125.53,56.99,Generic,Bronze,West,Phoenix,324.84,53.27
TXN-0000094,2024-09-08,CUST-00600,PROD-0110,1,124.84,Debit Card,Shipped,0.0,,0.0,Website,124.84,124.84,2024-09,Kitchen Item 110,Home & Garden,Kitchen,186.68,114.86,Generic,Bronze,East,Austin,9.980000000000004,7.99
TXN-0000095,2024-07-31,CUST-00961,PROD-0044,4,60.92,Credit Card,Completed,0.0,,0.0,Social Media,243.68,243.68,2024-07,Kitchen Item 44,Home & Garden,Kitchen,122.67,71.01,BrandE,Silver,West,Los Angeles,-40.360000000000014,-16.56
TXN-0000096,2024-09-17,CUST-00767,PROD-0041,2,34.75,Credit Card,Refunded,9.99,,0.0,Mobile App,69.5,79.49,2024-09,Men Item 41,Clothing,Men,283.42,139.01,BrandA,Bronze,North,Los Angeles,-198.52999999999997,-249.75
TXN-0000097,2024-09-13,CUST-00977,PROD-0143,3,430.63,Google Pay,Cancelled,0.0,,0.0,Website,1291.8899999999999,1291.8899999999999,2024-09,Fitness Item 143,Sports,Fitness,276.91,170.32,BrandA,Bronze,South,New York,780.9299999999998,60.45
TXN-0000098,2024-09-24,CUST-00632,PROD-0050,1,34.42,Credit Card,Refunded,7.99,,0.0,Website,34.42,42.410000000000004,2024-09,Water Sports Item 50,Sports,Water Sports,129.48,74.65,BrandC,Bronze,West,Dallas,-32.24,-76.02
TXN-0000099,2024-10-26,CUST-00147,PROD-0052,2,53.47,Credit Card,Completed,0.0,,0.0,Social Media,106.94,106.94,2024-10,Bedding Item 52,Home & Garden,Bedding,269.56,183.32,BrandA,Silver,East,Houston,-259.7,-242.85
TXN-0000100,2024-10-21,CUST-00013,PROD-0070,1,127.03,Credit Card,Completed,0.0,,0.0,Marketplace,127.03,127.03,2024-10,Cycling Item 70,Sports,Cycling,155.82,99.29,BrandC,Gold,East,Phoenix,27.739999999999995,21.84
TXN-0000101,2024-10-26,CUST-00370,PROD-0109,2,444.94,Credit Card,Completed,0.0,FLASH30,266.96,Website,889.88,622.9200000000001,2024-10,Water Sports Item 109,Sports,Water Sports,156.43,99.99,BrandA,Silver,South,Austin,422.94000000000005,67.9
TXN-0000102,2024-08-28,CUST-00845,PROD-0118,4,173.13,Debit Card,Processing,0.0,,0.0,Mobile App,692.52,692.52,2024-08,Kids Item 118,Clothing,Kids,379.78,211.03,BrandA,Silver,South,Dallas,-151.60000000000002,-21.89
TXN-0000103,2024-10-05,CUST-00929,PROD-0109,1,103.97,Debit Card,Completed,0.0,,0.0,Marketplace,103.97,103.97,2024-10,Water Sports Item 109,Sports,Water Sports,156.43,99.99,BrandA,Bronze,North,Houston,3.980000000000004,3.83
TXN-0000104,2024-09-15,CUST-00364,PROD-0095,3,360.61,Bank Transfer,Cancelled,0.0,,0.0,Website,1081.83,1081.83,2024-09,Bedding Item 95,Home & Garden,Bedding,35.16,20.72,BrandA,Bronze,Central,Los Angeles,1019.67,94.25
TXN-0000105,2024-06-07,CUST-00633,PROD-0044,3,166.33,PayPal,Shipped,0.0,,0.0,Website,498.99,498.99,2024-06,Kitchen Item 44,Home & Garden,Kitchen,122.67,71.01,BrandE,Bronze,South,Phoenix,285.96,57.31
TXN-0000106,2024-10-10,CUST-00550,PROD-0067,1,173.34,Credit Card,Completed,0.0,,0.0,Mobile App,173.34,173.34,2024-10,Team Sports Item 67,Sports,Team Sports,313.66,147.12,BrandB,Silver,East,Phoenix,26.22,15.13
