timestamp,date,year,month,day,hour,day_of_week,day_of_year,week_of_year,is_weekend,season,is_holiday,holiday_name,day_type
2022-01-03 04:00:00,2022-01-03,2022,1,3,4,0,3,1,0,Winter,0,,Weekday
2022-01-03 05:00:00,2022-01-03,2022,1,3,5,0,3,1,0,Winter,0,,Weekday
2022-01-03 06:00:00,2022-01-03,2022,1,3,6,0,3,1,0,Winter,0,,Weekday
2022-01-03 07:00:00,2022-01-03,2022,1,3,7,0,3,1,0,Winter,0,,Weekday
2022-01-03 08:00:00,2022-01-03,2022,1,3,8,0,3,1,0,Winter,0,,Weekday
2022-01-03 09:00:00,2022-01-03,2022,1,3,9,0,3,1,0,Winter,0,,Weekday
2022-01-03 10:00:00,2022-01-03,2022,1,3,10,0,3,1,0,Winter,0,,Weekday
2022-01-03 11:00:00,2022-01-03,2022,1,3,11,0,3,1,0,Winter,0,,Weekday
2022-01-03 12:00:00,2022-01-03,2022,1,3,12,0,3,1,0,Winter,0,,Weekday
2022-01-03 13:00:00,2022-01-03,2022,1,3,13,0,3,1,0,Winter,0,,Weekday
2022-01-03 14:00:00,2022-01-03,2022,1,3,14,0,3,1,0,Winter,0,,Weekday
2022-01-03 15:00:00,2022-01-03,2022,1,3,15,0,3,1,0,Winter,0,,Weekday
2022-01-03 16:00:00,2022-01-03,2022,1,3,16,0,3,1,0,Winter,0,,Weekday
2022-01-03 17:00:00,2022-01-03,2022,1,3,17,0,3,1,0,Winter,0,,Weekday
2022-01-03 18:00:00,2022-01-03,2022,1,3,18,0,3,1,0,Winter,0,,Weekday
2022-01-03 19:00:00,2022-01-03,2022,1,3,19,0,3,1,0,Winter,0,,Weekday
2022-01-03 20:00:00,2022-01-03,2022,1,3,20,0,3,1,0,Winter,0,,Weekday
2022-01-03 21:00:00,2022-01-03,2022,1,3,21,0,3,1,0,Winter,0,,Weekday
2022-01-03 22:00:00,2022-01-03,2022,1,3,22,0,3,1,0,Winter,0,,Weekday
2022-01-03 23:00:00,2022-01-03,2022,1,3,23,0,3,1,0,Winter,0,,Weekday
2022-01-04 00:00:00,2022-01-04,2022,1,4,0,1,4,1,0,Winter,0,,Weekday
2022-01-04 01:00:00,2022-01-04,2022,1,4,1,1,4,1,0,Winter,0,,Weekday
2022-01-04 02:00:00,2022-01-04,2022,1,4,2,1,4,1,0,Winter,0,,Weekday
2022-01-04 03:00:00,2022-01-04,2022,1,4,3,1,4,1,0,Winter,0,,Weekday
2022-01-04 04:00:00,2022-01-04,2022,1,4,4,1,4,1,0,Winter,0,,Weekday
2022-01-04 05:00:00,2022-01-04,2022,1,4,5,1,4,1,0,Winter,0,,Weekday
2022-01-04 06:00:00,2022-01-04,2022,1,4,6,1,4,1,0,Winter,0,,Weekday
2022-01-04 07:00:00,2022-01-04,2022,1,4,7,1,4,1,0,Winter,0,,Weekday
2022-01-04 08:00:00,2022-01-04,2022,1,4,8,1,4,1,0,Winter,0,,Weekday
2022-01-04 09:00:00,2022-01-04,2022,1,4,9,1,4,1,0,Winter,0,,Weekday
2022-01-04 10:00:00,2022-01-04,2022,1,4,10,1,4,1,0,Winter,0,,Weekday
2022-01-04 11:00:00,2022-01-04,2022,1,4,11,1,4,1,0,Winter,0,,Weekday
2022-01-04 12:00:00,2022-01-04,2022,1,4,12,1,4,1,0,Winter,0,,Weekday
2022-01-04 13:00:00,2022-01-04,2022,1,4,13,1,4,1,0,Winter,0,,Weekday
2022-01-04 14:00:00,2022-01-04,2022,1,4,14,1,4,1,0,Winter,0,,Weekday
2022-01-04 15:00:00,2022-01-04,2022,1,4,15,1,4,1,0,Winter,0,,Weekday
2022-01-04 16:00:00,2022-01-04,2022,1,4,16,1,4,1,0,Winter,0,,Weekday
2022-01-04 17:00:00,2022-01-04,2022,1,4,17,1,4,1,0,Winter,0,,Weekday
2022-01-04 18:00:00,2022-01-04,2022,1,4,18,1,4,1,0,Winter,0,,Weekday
2022-01-04 19:00:00,2022-01-04,2022,1,4,19,1,4,1,0,Winter,0,,Weekday
2022-01-04 20:00:00,2022-01-04,2022,1,4,20,1,4,1,0,Winter,0,,Weekday
2022-01-04 21:00:00,2022-01-04,2022,1,4,21,1,4,1,0,Winter,0,,Weekday
2022-01-04 22:00:00,2022-01-04,2022,1,4,22,1,4,1,0,Winter,0,,Weekday
2022-01-04 23:00:00,2022-01-04,2022,1,4,23,1,4,1,0,Winter,0,,Weekday
2022-01-05 00:00:00,2022-01-05,2022,1,5,0,2,5,1,0,Winter,0,,Weekday
2022-01-05 01:00:00,2022-01-05,2022,1,5,1,2,5,1,0,Winter,0,,Weekday
2022-01-05 02:00:00,2022-01-05,2022,1,5,2,2,5,1,0,Winter,0,,Weekday
2022-01-05 03:00:00,2022-01-05,2022,1,5,3,2,5,1,0,Winter,0,,Weekday
2022-01-05 04:00:00,2022-01-05,2022,1,5,4,2,5,1,0,Winter,0,,Weekday
2022-01-05 05:00:00,2022-01-05,2022,1,5,5,2,5,1,0,Winter,0,,Weekday
2022-01-05 06:00:00,2022-01-05,2022,1,5,6,2,5,1,0,Winter,0,,Weekday
2022-01-05 07:00:00,2022-01-05,2022,1,5,7,2,5,1,0,Winter,0,,Weekday
2022-01-05 08:00:00,2022-01-05,2022,1,5,8,2,5,1,0,Winter,0,,Weekday
2022-01-05 09:00:00,2022-01-05,2022,1,5,9,2,5,1,0,Winter,0,,Weekday
2022-01-05 10:00:00,2022-01-05,2022,1,5,10,2,5,1,0,Winter,0,,Weekday
2022-01-05 11:00:00,2022-01-05,2022,1,5,11,2,5,1,0,Winter,0,,Weekday
2022-01-05 12:00:00,2022-01-05,2022,1,5,12,2,5,1,0,Winter,0,,Weekday
2022-01-05 13:00:00,2022-01-05,2022,1,5,13,2,5,1,0,Winter,0,,Weekday
2022-01-05 14:00:00,2022-01-05,2022,1,5,14,2,5,1,0,Winter,0,,Weekday
2022-01-05 15:00:00,2022-01-05,2022,1,5,15,2,5,1,0,Winter,0,,Weekday
2022-01-05 16:00:00,2022-01-05,2022,1,5,16,2,5,1,0,Winter,0,,Weekday
2022-01-05 17:00:00,2022-01-05,2022,1,5,17,2,5,1,0,Winter,0,,Weekday
2022-01-05 18:00:00,2022-01-05,2022,1,5,18,2,5,1,0,Winter,0,,Weekday
2022-01-05 19:00:00,2022-01-05,2022,1,5,19,2,5,1,0,Winter,0,,Weekday
2022-01-05 20:00:00,2022-01-05,2022,1,5,20,2,5,1,0,Winter,0,,Weekday
2022-01-05 21:00:00,2022-01-05,2022,1,5,21,2,5,1,0,Winter,0,,Weekday
2022-01-05 22:00:00,2022-01-05,2022,1,5,22,2,5,1,0,Winter,0,,Weekday
2022-01-05 23:00:00,2022-01-05,2022,1,5,23,2,5,1,0,Winter,0,,Weekday
2022-01-06 00:00:00,2022-01-06,2022,1,6,0,3,6,1,0,Winter,0,,Weekday
2022-01-06 01:00:00,2022-01-06,2022,1,6,1,3,6,1,0,Winter,0,,Weekday
2022-01-06 02:00:00,2022-01-06,2022,1,6,2,3,6,1,0,Winter,0,,Weekday
2022-01-06 03:00:00,2022-01-06,2022,1,6,3,3,6,1,0,Winter,0,,Weekday
2022-01-06 04:00:00,2022-01-06,2022,1,6,4,3,6,1,0,Winter,0,,Weekday
2022-01-06 05:00:00,2022-01-06,2022,1,6,5,3,6,1,0,Winter,0,,Weekday
2022-01-06 06:00:00,2022-01-06,2022,1,6,6,3,6,1,0,Winter,0,,Weekday
2022-01-06 07:00:00,2022-01-06,2022,1,6,7,3,6,1,0,Winter,0,,Weekday
2022-01-06 08:00:00,2022-01-06,2022,1,6,8,3,6,1,0,Winter,0,,Weekday
2022-01-06 09:00:00,2022-01-06,2022,1,6,9,3,6,1,0,Winter,0,,Weekday
2022-01-06 10:00:00,2022-01-06,2022,1,6,10,3,6,1,0,Winter,0,,Weekday
2022-01-06 11:00:00,2022-01-06,2022,1,6,11,3,6,1,0,Winter,0,,Weekday
2022-01-06 12:00:00,2022-01-06,2022,1,6,12,3,6,1,0,Winter,0,,Weekday
2022-01-06 13:00:00,2022-01-06,2022,1,6,13,3,6,1,0,Winter,0,,Weekday
2022-01-06 14:00:00,2022-01-06,2022,1,6,14,3,6,1,0,Winter,0,,Weekday
2022-01-06 15:00:00,2022-01-06,2022,1,6,15,3,6,1,0,Winter,0,,Weekday
2022-01-06 16:00:00,2022-01-06,2022,1,6,16,3,6,1,0,Winter,0,,Weekday
2022-01-06 17:00:00,2022-01-06,2022,1,6,17,3,6,1,0,Winter,0,,Weekday
2022-01-06 18:00:00,2022-01-06,2022,1,6,18,3,6,1,0,Winter,0,,Weekday
2022-01-06 19:00:00,2022-01-06,2022,1,6,19,3,6,1,0,Winter,0,,Weekday
2022-01-06 20:00:00,2022-01-06,2022,1,6,20,3,6,1,0,Winter,0,,Weekday
2022-01-06 21:00:00,2022-01-06,2022,1,6,21,3,6,1,0,Winter,0,,Weekday
2022-01-06 22:00:00,2022-01-06,2022,1,6,22,3,6,1,0,Winter,0,,Weekday
2022-01-06 23:00:00,2022-01-06,2022,1,6,23,3,6,1,0,Winter,0,,Weekday
2022-01-07 00:00:00,2022-01-07,2022,1,7,0,4,7,1,0,Winter,0,,Weekday
2022-01-07 01:00:00,2022-01-07,2022,1,7,1,4,7,1,0,Winter,0,,Weekday
2022-01-07 02:00:00,2022-01-07,2022,1,7,2,4,7,1,0,Winter,0,,Weekday
2022-01-07 03:00:00,2022-01-07,2022,1,7,3,4,7,1,0,Winter,0,,Weekday
2022-01-07 04:00:00,2022-01-07,2022,1,7,4,4,7,1,0,Winter,0,,Weekday
2022-01-07 05:00:00,2022-01-07,2022,1,7,5,4,7,1,0,Winter,0,,Weekday
2022-01-07 06:00:00,2022-01-07,2022,1,7,6,4,7,1,0,Winter,0,,Weekday
2022-01-07 07:00:00,2022-01-07,2022,1,7,7,4,7,1,0,Winter,0,,Weekday
2022-01-07 08:00:00,2022-01-07,2022,1,7,8,4,7,1,0,Winter,0,,Weekday
2022-01-07 09:00:00,2022-01-07,2022,1,7,9,4,7,1,0,Winter,0,,Weekday
2022-01-07 10:00:00,2022-01-07,2022,1,7,10,4,7,1,0,Winter,0,,Weekday
2022-01-07 11:00:00,2022-01-07,2022,1,7,11,4,7,1,0,Winter,0,,Weekday
2022-01-07 12:00:00,2022-01-07,2022,1,7,12,4,7,1,0,Winter,0,,Weekday
2022-01-07 13:00:00,2022-01-07,2022,1,7,13,4,7,1,0,Winter,0,,Weekday
2022-01-07 14:00:00,2022-01-07,2022,1,7,14,4,7,1,0,Winter,0,,Weekday
2022-01-07 15:00:00,2022-01-07,2022,1,7,15,4,7,1,0,Winter,0,,Weekday
2022-01-07 16:00:00,2022-01-07,2022,1,7,16,4,7,1,0,Winter,0,,Weekday
2022-01-07 17:00:00,2022-01-07,2022,1,7,17,4,7,1,0,Winter,0,,Weekday
2022-01-07 18:00:00,2022-01-07,2022,1,7,18,4,7,1,0,Winter,0,,Weekday
2022-01-07 19:00:00,2022-01-07,2022,1,7,19,4,7,1,0,Winter,0,,Weekday
2022-01-07 20:00:00,2022-01-07,2022,1,7,20,4,7,1,0,Winter,0,,Weekday
2022-01-07 21:00:00,2022-01-07,2022,1,7,21,4,7,1,0,Winter,0,,Weekday
2022-01-07 22:00:00,2022-01-07,2022,1,7,22,4,7,1,0,Winter,0,,Weekday
2022-01-07 23:00:00,2022-01-07,2022,1,7,23,4,7,1,0,Winter,0,,Weekday
2022-01-08 00:00:00,2022-01-08,2022,1,8,0,5,8,1,1,Winter,0,,Weekend
2022-01-08 01:00:00,2022-01-08,2022,1,8,1,5,8,1,1,Winter,0,,Weekend
2022-01-08 02:00:00,2022-01-08,2022,1,8,2,5,8,1,1,Winter,0,,Weekend
2022-01-08 03:00:00,2022-01-08,2022,1,8,3,5,8,1,1,Winter,0,,Weekend
2022-01-08 04:00:00,2022-01-08,2022,1,8,4,5,8,1,1,Winter,0,,Weekend
2022-01-08 05:00:00,2022-01-08,2022,1,8,5,5,8,1,1,Winter,0,,Weekend
2022-01-08 06:00:00,2022-01-08,2022,1,8,6,5,8,1,1,Winter,0,,Weekend
2022-01-08 07:00:00,2022-01-08,2022,1,8,7,5,8,1,1,Winter,0,,Weekend
2022-01-08 08:00:00,2022-01-08,2022,1,8,8,5,8,1,1,Winter,0,,Weekend
2022-01-08 09:00:00,2022-01-08,2022,1,8,9,5,8,1,1,Winter,0,,Weekend
2022-01-08 10:00:00,2022-01-08,2022,1,8,10,5,8,1,1,Winter,0,,Weekend
2022-01-08 11:00:00,2022-01-08,2022,1,8,11,5,8,1,1,Winter,0,,Weekend
2022-01-08 12:00:00,2022-01-08,2022,1,8,12,5,8,1,1,Winter,0,,Weekend
2022-01-08 13:00:00,2022-01-08,2022,1,8,13,5,8,1,1,Winter,0,,Weekend
2022-01-08 14:00:00,2022-01-08,2022,1,8,14,5,8,1,1,Winter,0,,Weekend
2022-01-08 15:00:00,2022-01-08,2022,1,8,15,5,8,1,1,Winter,0,,Weekend
2022-01-08 16:00:00,2022-01-08,2022,1,8,16,5,8,1,1,Winter,0,,Weekend
2022-01-08 17:00:00,2022-01-08,2022,1,8,17,5,8,1,1,Winter,0,,Weekend
2022-01-08 18:00:00,2022-01-08,2022,1,8,18,5,8,1,1,Winter,0,,Weekend
2022-01-08 19:00:00,2022-01-08,2022,1,8,19,5,8,1,1,Winter,0,,Weekend
2022-01-08 20:00:00,2022-01-08,2022,1,8,20,5,8,1,1,Winter,0,,Weekend
2022-01-08 21:00:00,2022-01-08,2022,1,8,21,5,8,1,1,Winter,0,,Weekend
2022-01-08 22:00:00,2022-01-08,2022,1,8,22,5,8,1,1,Winter,0,,Weekend
2022-01-08 23:00:00,2022-01-08,2022,1,8,23,5,8,1,1,Winter,0,,Weekend
2022-01-09 00:00:00,2022-01-09,2022,1,9,0,6,9,1,1,Winter,0,,Weekend
2022-01-09 01:00:00,2022-01-09,2022,1,9,1,6,9,1,1,Winter,0,,Weekend
2022-01-09 02:00:00,2022-01-09,2022,1,9,2,6,9,1,1,Winter,0,,Weekend
2022-01-09 03:00:00,2022-01-09,2022,1,9,3,6,9,1,1,Winter,0,,Weekend
2022-01-09 04:00:00,2022-01-09,2022,1,9,4,6,9,1,1,Winter,0,,Weekend
2022-01-09 05:00:00,2022-01-09,2022,1,9,5,6,9,1,1,Winter,0,,Weekend
2022-01-09 06:00:00,2022-01-09,2022,1,9,6,6,9,1,1,Winter,0,,Weekend
2022-01-09 07:00:00,2022-01-09,2022,1,9,7,6,9,1,1,Winter,0,,Weekend
2022-01-09 08:00:00,2022-01-09,2022,1,9,8,6,9,1,1,Winter,0,,Weekend
2022-01-09 09:00:00,2022-01-09,2022,1,9,9,6,9,1,1,Winter,0,,Weekend
2022-01-09 10:00:00,2022-01-09,2022,1,9,10,6,9,1,1,Winter,0,,Weekend
2022-01-09 11:00:00,2022-01-09,2022,1,9,11,6,9,1,1,Winter,0,,Weekend
2022-01-09 12:00:00,2022-01-09,2022,1,9,12,6,9,1,1,Winter,0,,Weekend
2022-01-09 13:00:00,2022-01-09,2022,1,9,13,6,9,1,1,Winter,0,,Weekend
2022-01-09 14:00:00,2022-01-09,2022,1,9,14,6,9,1,1,Winter,0,,Weekend
2022-01-09 15:00:00,2022-01-09,2022,1,9,15,6,9,1,1,Winter,0,,Weekend
2022-01-09 16:00:00,2022-01-09,2022,1,9,16,6,9,1,1,Winter,0,,Weekend
2022-01-09 17:00:00,2022-01-09,2022,1,9,17,6,9,1,1,Winter,0,,Weekend
2022-01-09 18:00:00,2022-01-09,2022,1,9,18,6,9,1,1,Winter,0,,Weekend
2022-01-09 19:00:00,2022-01-09,2022,1,9,19,6,9,1,1,Winter,0,,Weekend
2022-01-09 20:00:00,2022-01-09,2022,1,9,20,6,9,1,1,Winter,0,,Weekend
2022-01-09 21:00:00,2022-01-09,2022,1,9,21,6,9,1,1,Winter,0,,Weekend
2022-01-09 22:00:00,2022-01-09,2022,1,9,22,6,9,1,1,Winter,0,,Weekend
2022-01-09 23:00:00,2022-01-09,2022,1,9,23,6,9,1,1,Winter,0,,Weekend
2022-01-10 00:00:00,2022-01-10,2022,1,10,0,0,10,2,0,Winter,0,,Weekday
2022-01-10 01:00:00,2022-01-10,2022,1,10,1,0,10,2,0,Winter,0,,Weekday
2022-01-10 02:00:00,2022-01-10,2022,1,10,2,0,10,2,0,Winter,0,,Weekday
2022-01-10 03:00:00,2022-01-10,2022,1,10,3,0,10,2,0,Winter,0,,Weekday
2022-01-10 04:00:00,2022-01-10,2022,1,10,4,0,10,2,0,Winter,0,,Weekday
2022-01-10 05:00:00,2022-01-10,2022,1,10,5,0,10,2,0,Winter,0,,Weekday
2022-01-10 06:00:00,2022-01-10,2022,1,10,6,0,10,2,0,Winter,0,,Weekday
2022-01-10 07:00:00,2022-01-10,2022,1,10,7,0,10,2,0,Winter,0,,Weekday
2022-01-10 08:00:00,2022-01-10,2022,1,10,8,0,10,2,0,Winter,0,,Weekday
2022-01-10 09:00:00,2022-01-10,2022,1,10,9,0,10,2,0,Winter,0,,Weekday
2022-01-10 10:00:00,2022-01-10,2022,1,10,10,0,10,2,0,Winter,0,,Weekday
2022-01-10 11:00:00,2022-01-10,2022,1,10,11,0,10,2,0,Winter,0,,Weekday
2022-01-10 12:00:00,2022-01-10,2022,1,10,12,0,10,2,0,Winter,0,,Weekday
2022-01-10 13:00:00,2022-01-10,2022,1,10,13,0,10,2,0,Winter,0,,Weekday
2022-01-10 14:00:00,2022-01-10,2022,1,10,14,0,10,2,0,Winter,0,,Weekday
2022-01-10 15:00:00,2022-01-10,2022,1,10,15,0,10,2,0,Winter,0,,Weekday
2022-01-10 16:00:00,2022-01-10,2022,1,10,16,0,10,2,0,Winter,0,,Weekday
2022-01-10 17:00:00,2022-01-10,2022,1,10,17,0,10,2,0,Winter,0,,Weekday
2022-01-10 18:00:00,2022-01-10,2022,1,10,18,0,10,2,0,Winter,0,,Weekday
2022-01-10 19:00:00,2022-01-10,2022,1,10,19,0,10,2,0,Winter,0,,Weekday
2022-01-10 20:00:00,2022-01-10,2022,1,10,20,0,10,2,0,Winter,0,,Weekday
2022-01-10 21:00:00,2022-01-10,2022,1,10,21,0,10,2,0,Winter,0,,Weekday
2022-01-10 22:00:00,2022-01-10,2022,1,10,22,0,10,2,0,Winter,0,,Weekday
2022-01-10 23:00:00,2022-01-10,2022,1,10,23,0,10,2,0,Winter,0,,Weekday
2022-01-11 00:00:00,2022-01-11,2022,1,11,0,1,11,2,0,Winter,0,,Weekday
2022-01-11 01:00:00,2022-01-11,2022,1,11,1,1,11,2,0,Winter,0,,Weekday
2022-01-11 02:00:00,2022-01-11,2022,1,11,2,1,11,2,0,Winter,0,,Weekday
2022-01-11 03:00:00,2022-01-11,2022,1,11,3,1,11,2,0,Winter,0,,Weekday
2022-01-11 04:00:00,2022-01-11,2022,1,11,4,1,11,2,0,Winter,0,,Weekday
2022-01-11 05:00:00,2022-01-11,2022,1,11,5,1,11,2,0,Winter,0,,Weekday
2022-01-11 06:00:00,2022-01-11,2022,1,11,6,1,11,2,0,Winter,0,,Weekday
2022-01-11 07:00:00,2022-01-11,2022,1,11,7,1,11,2,0,Winter,0,,Weekday
2022-01-11 08:00:00,2022-01-11,2022,1,11,8,1,11,2,0,Winter,0,,Weekday
2022-01-11 09:00:00,2022-01-11,2022,1,11,9,1,11,2,0,Winter,0,,Weekday
2022-01-11 10:00:00,2022-01-11,2022,1,11,10,1,11,2,0,Winter,0,,Weekday
2022-01-11 11:00:00,2022-01-11,2022,1,11,11,1,11,2,0,Winter,0,,Weekday
2022-01-11 12:00:00,2022-01-11,2022,1,11,12,1,11,2,0,Winter,0,,Weekday
2022-01-11 13:00:00,2022-01-11,2022,1,11,13,1,11,2,0,Winter,0,,Weekday
2022-01-11 14:00:00,2022-01-11,2022,1,11,14,1,11,2,0,Winter,0,,Weekday
2022-01-11 15:00:00,2022-01-11,2022,1,11,15,1,11,2,0,Winter,0,,Weekday
2022-01-11 16:00:00,2022-01-11,2022,1,11,16,1,11,2,0,Winter,0,,Weekday
2022-01-11 17:00:00,2022-01-11,2022,1,11,17,1,11,2,0,Winter,0,,Weekday
2022-01-11 18:00:00,2022-01-11,2022,1,11,18,1,11,2,0,Winter,0,,Weekday
2022-01-11 19:00:00,2022-01-11,2022,1,11,19,1,11,2,0,Winter,0,,Weekday
2022-01-11 20:00:00,2022-01-11,2022,1,11,20,1,11,2,0,Winter,0,,Weekday
2022-01-11 21:00:00,2022-01-11,2022,1,11,21,1,11,2,0,Winter,0,,Weekday
2022-01-11 22:00:00,2022-01-11,2022,1,11,22,1,11,2,0,Winter,0,,Weekday
2022-01-11 23:00:00,2022-01-11,2022,1,11,23,1,11,2,0,Winter,0,,Weekday
2022-01-12 00:00:00,2022-01-12,2022,1,12,0,2,12,2,0,Winter,0,,Weekday
2022-01-12 01:00:00,2022-01-12,2022,1,12,1,2,12,2,0,Winter,0,,Weekday
2022-01-12 02:00:00,2022-01-12,2022,1,12,2,2,12,2,0,Winter,0,,Weekday
2022-01-12 03:00:00,2022-01-12,2022,1,12,3,2,12,2,0,Winter,0,,Weekday
2022-01-12 04:00:00,2022-01-12,2022,1,12,4,2,12,2,0,Winter,0,,Weekday
2022-01-12 05:00:00,2022-01-12,2022,1,12,5,2,12,2,0,Winter,0,,Weekday
2022-01-12 06:00:00,2022-01-12,2022,1,12,6,2,12,2,0,Winter,0,,Weekday
2022-01-12 07:00:00,2022-01-12,2022,1,12,7,2,12,2,0,Winter,0,,Weekday
2022-01-12 08:00:00,2022-01-12,2022,1,12,8,2,12,2,0,Winter,0,,Weekday
2022-01-12 09:00:00,2022-01-12,2022,1,12,9,2,12,2,0,Winter,0,,Weekday
2022-01-12 10:00:00,2022-01-12,2022,1,12,10,2,12,2,0,Winter,0,,Weekday
2022-01-12 11:00:00,2022-01-12,2022,1,12,11,2,12,2,0,Winter,0,,Weekday
2022-01-12 12:00:00,2022-01-12,2022,1,12,12,2,12,2,0,Winter,0,,Weekday
2022-01-12 13:00:00,2022-01-12,2022,1,12,13,2,12,2,0,Winter,0,,Weekday
2022-01-12 14:00:00,2022-01-12,2022,1,12,14,2,12,2,0,Winter,0,,Weekday
2022-01-12 15:00:00,2022-01-12,2022,1,12,15,2,12,2,0,Winter,0,,Weekday
